ordnum,orddetid,custcode,name,Ship to,descr,count size,Condition,variety,Sizes,Label,Order Status,Sum of pallets,Sum of qty,shpDate,deldate,dp,todp,Pallet
1438808,856278,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,1900,4/29/2025 0:00,4/30/2025 0:00,17,1225,19
1438810,856279,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,.,.,ALP,Open,,2400,4/30/2025 0:00,5/1/2025 0:00,17,1225,24
1438813,856296,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2400,4/29/2025 0:00,5/2/2025 0:00,77,1225,24
1438815,856297,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,OR,.,.,HIP,Open,,1800,4/30/2025 0:00,5/2/2025 0:00,77,1225,18
1438821,856974,COS172,COSTCO TRACY C/D DEPOT,COSTCO TRACY C/D DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2000,4/28/2025 0:00,5/1/2025 0:00,2,1223,20
1438822,856975,COS172,COSTCO TRACY C/D DEPOT,COSTCO TRACY C/D DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2000,4/29/2025 0:00,5/2/2025 0:00,2,1223,20
1438823,856976,COS172,COSTCO TRACY C/D DEPOT,COSTCO TRACY C/D DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2000,4/30/2025 0:00,5/3/2025 0:00,2,1223,20
1438842,856981,CO1377,COSTCO OWATONNA MN,COSTCO OWATONNA MN,Blueberries,18OZX12,OR,.,.,HIP,Open,,1200,4/28/2025 0:00,5/1/2025 0:00,14,1200,12
1438886,859198,COS172,COSTCO TRACY C/D DEPOT,COSTCO TRACY C/D DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2400,5/1/2025 0:00,5/4/2025 0:00,2,1223,24
1438887,859199,COS172,COSTCO TRACY C/D DEPOT,COSTCO TRACY C/D DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2000,5/2/2025 0:00,5/6/2025 0:00,77,1223,20
1438888,859200,COS172,COSTCO TRACY C/D DEPOT,COSTCO TRACY C/D DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2000,5/3/2025 0:00,5/7/2025 0:00,77,1223,20
1438931,860113,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,1700,5/1/2025 0:00,5/5/2025 0:00,77,1225,17
1438932,860239,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,2000,5/2/2025 0:00,5/6/2025 0:00,77,1225,20
1438933,860240,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,1700,5/3/2025 0:00,5/7/2025 0:00,77,1225,17
1438939,860259,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,300,5/1/2025 0:00,5/5/2025 0:00,77,1225,3
1438940,860260,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,300,5/3/2025 0:00,5/7/2025 0:00,77,1225,3
1438985,861018,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,OR,.,.,HIP,Open,,800,5/2/2025 0:00,5/5/2025 0:00,77,1225,8
1438986,861019,COS263,COSTCO  COLLEGE PARK,COSTCO  COLLEGE PARK,Blueberries,18OZX12,OR,.,.,HIP,Open,,800,5/3/2025 0:00,5/7/2025 0:00,77,1225,8
1438987,861020,CO1377,COSTCO OWATONNA MN,COSTCO OWATONNA MN,Blueberries,18OZX12,OR,.,.,HIP,Open,,1400,5/1/2025 0:00,5/5/2025 0:00,77,1200,14
1505826,857855,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,18OZX8,.,.,.,ALP,Open,,1008,4/30/2025 0:00,4/30/2025 0:00,12,1184,7
1505826,857856,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,DRYPINTX12,OR,.,.,ALP,Open,,408,4/30/2025 0:00,4/30/2025 0:00,12,1184,2.8
1505828,857859,ROBFRE,ROBINSON FRESH,ROBINSON FRESH,Blueberries,18OZX8,.,.,.,ALP,Open,,288,4/29/2025 0:00,4/29/2025 0:00,12,1691,2
1505831,857865,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,204,4/30/2025 0:00,4/30/2025 0:00,1,1184,1.4
1505838,861572,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,18OZX8,.,.,.,ALP,Open,,2736,5/2/2025 0:00,5/2/2025 0:00,77,1184,19
1505838,861574,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,DRYPINTX12,OR,.,.,ALP,Open,,408,5/2/2025 0:00,5/2/2025 0:00,77,1184,2.8
1505841,861585,ROBFRE,ROBINSON FRESH,ROBINSON FRESH,Blueberries,18OZX8,.,.,.,ALP,Open,,864,5/1/2025 0:00,5/1/2025 0:00,77,1691,6
1505843,861589,CHRCPD,"BURRIS ORLAND, FL","BURRIS ORLAND, FL",Blueberries,DRYPINTX12,OR,.,.,ALP,Open,,204,5/2/2025 0:00,5/2/2025 0:00,1,1185,1.4
1505847,861134,SOUSPE,SOUTHERN SPECIALTIES INC.,SOUTHERN SPECIALTIES INC.,Blueberries,6OZX12,.,.,.,ALP,Open,,1920,4/28/2025 0:00,4/28/2025 0:00,1,1761,8
1505852,862446,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,18OZX8,.,.,.,ALP,Open,,2160,4/29/2025 0:00,4/29/2025 0:00,12,1184,15
1505852,862447,CHRBRH,"BURRIS ROCKY HILLl,CT","BURRIS ROCKY HILLl,CT",Blueberries,DRYPINTX12,OR,.,.,ALP,Open,,408,4/29/2025 0:00,4/29/2025 0:00,12,1184,2.8
1616351,858182,COS572,572 - VAUGHAN DEPOT,572 - VAUGHAN DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,800,4/29/2025 0:00,4/30/2025 0:00,12,1232,8
1616352,858183,COS572,572 - VAUGHAN DEPOT,572 - VAUGHAN DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,1200,4/28/2025 0:00,5/2/2025 0:00,2,1232,12
1616393,861456,COS572,572 - VAUGHAN DEPOT,572 - VAUGHAN DEPOT,Blueberries,18OZX12,.,SEKO,.,ALP,Open,,800,5/2/2025 0:00,5/5/2025 0:00,77,1232,8
1722620,855603,SAFEDA,DALLAS PRODUCE,DALLAS PRODUCE,Blueberries,6OZX12,.,.,.,ALP,Open,,960,4/30/2025 0:00,5/1/2025 0:00,2,1707,4
1722635,858383,SAFEAU,AUBURN PRODUCE,AUBURN PRODUCE,Blueberries,18OZX12,.,.,.,ALP,Open,,1000,4/29/2025 0:00,5/2/2025 0:00,2,1704,10
1722671,859208,SAFEDE,SAFEWAY STORES (DENVER),SAFEWAY STORES (DENVER),Blueberries,6OZX12,.,.,.,ALP,Open,,480,4/29/2025 0:00,4/30/2025 0:00,2,1708,2
1722673,859215,SAFEDE,SAFEWAY STORES (DENVER),SAFEWAY STORES (DENVER),Blueberries,18OZX12,.,.,.,ALP,Open,,400,4/30/2025 0:00,5/2/2025 0:00,2,1708,4
1722673,859216,SAFEDE,SAFEWAY STORES (DENVER),SAFEWAY STORES (DENVER),Blueberries,6OZX12,.,.,.,ALP,Open,,720,4/30/2025 0:00,5/2/2025 0:00,2,1708,3
1722674,860774,PUBDER,PUBLIX (DEERFIELD),PUBLIX (DEERFIELD),Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,1152,5/1/2025 0:00,5/3/2025 0:00,14,1662,8
1722675,860776,PUBDER,PUBLIX (DEERFIELD),PUBLIX (DEERFIELD),Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,1152,4/28/2025 0:00,5/1/2025 0:00,14,1662,8
1722676,860778,PUBORL,PUBLIX ORLANDO,PUBLIX ORLANDO,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,720,4/28/2025 0:00,5/1/2025 0:00,14,1667,5
1722683,860790,PUBDER,PUBLIX (DEERFIELD),PUBLIX (DEERFIELD),Blueberries,DRYPINTX12,.,SEKO,.,ALP,Open,,2016,4/30/2025 0:00,5/1/2025 0:00,27,1662,14
1722684,860792,PUBDER,PUBLIX (DEERFIELD),PUBLIX (DEERFIELD),Blueberries,DRYPINTX12,.,SEKO,.,ALP,Open,,4080,5/1/2025 0:00,5/3/2025 0:00,77,1662,28.3
1722686,859251,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,9.8OZX12,.,.,21+,AJB,Open,,1008,4/30/2025 0:00,5/1/2025 0:00,2,1408,4.9
1722689,859259,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,18OZX8,.,.,.,FSH,Open,,1152,4/29/2025 0:00,5/1/2025 0:00,77,1408,8
1722689,859260,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,DRYPINTX12,.,.,.,FSH,Open,,1440,4/29/2025 0:00,5/1/2025 0:00,77,1408,10
1722719,861727,SAFESP,SAFEWAY SPOKANE,SAFEWAY SPOKANE,Blueberries,18OZX12,.,.,.,ALP,Open,,300,4/29/2025 0:00,5/2/2025 0:00,2,1712,3
1722719,861728,SAFESP,SAFEWAY SPOKANE,SAFEWAY SPOKANE,Blueberries,6OZX12,.,.,.,ALP,Open,,120,4/29/2025 0:00,5/2/2025 0:00,2,1712,0.5
1722720,861730,SAFANC,Safeway Anchorage,Safeway Anchorage,Blueberries,18OZX12,.,.,.,ALP,Open,,50,4/29/2025 0:00,5/2/2025 0:00,2,1702,0.5
1722720,861731,SAFANC,Safeway Anchorage,Safeway Anchorage,Blueberries,6OZX12,.,.,.,ALP,Open,,60,4/29/2025 0:00,5/2/2025 0:00,2,1702,0.3
1722721,861733,SAFANC,Safeway Anchorage,Safeway Anchorage,Blueberries,18OZX12,.,.,.,ALP,Open,,150,4/30/2025 0:00,5/4/2025 0:00,2,1702,1.5
1722721,861734,SAFANC,Safeway Anchorage,Safeway Anchorage,Blueberries,6OZX12,.,.,.,ALP,Open,,60,4/30/2025 0:00,5/4/2025 0:00,2,1702,0.3
1722722,861736,SAFESP,SAFEWAY SPOKANE,SAFEWAY SPOKANE,Blueberries,18OZX12,.,.,.,ALP,Open,,100,4/30/2025 0:00,5/4/2025 0:00,2,1712,1
1722722,861737,SAFESP,SAFEWAY SPOKANE,SAFEWAY SPOKANE,Blueberries,6OZX12,.,.,.,ALP,Open,,240,4/30/2025 0:00,5/4/2025 0:00,2,1712,1
1722723,861744,SAFESP,SAFEWAY SPOKANE,SAFEWAY SPOKANE,Blueberries,18OZX12,.,.,.,ALP,Open,,150,5/3/2025 0:00,5/7/2025 0:00,2,1712,1.5
1722723,861745,SAFESP,SAFEWAY SPOKANE,SAFEWAY SPOKANE,Blueberries,6OZX12,.,.,.,ALP,Open,,240,5/3/2025 0:00,5/7/2025 0:00,2,1712,1
1722724,861747,SAFANC,Safeway Anchorage,Safeway Anchorage,Blueberries,18OZX12,.,.,.,ALP,Open,,150,5/3/2025 0:00,5/7/2025 0:00,2,1702,1.5
1722724,861748,SAFANC,Safeway Anchorage,Safeway Anchorage,Blueberries,6OZX12,.,.,.,ALP,Open,,60,5/3/2025 0:00,5/7/2025 0:00,2,1702,0.3
1722748,862592,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,18OZX8,.,.,.,FSH,Open,,720,5/4/2025 0:00,5/5/2025 0:00,2,1408,5
1722748,862591,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,9.8OZX12,.,.,21+,AJB,Open,,1296,5/4/2025 0:00,5/5/2025 0:00,2,1408,6.4
1722749,862594,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,18OZX8,OR,.,.,HIP,Open,,288,5/1/2025 0:00,5/5/2025 0:00,77,1408,2
1722749,862595,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,432,5/1/2025 0:00,5/5/2025 0:00,77,1408,3
1722750,862598,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,18OZX8,OR,.,.,HIP,Open,,288,5/3/2025 0:00,5/7/2025 0:00,77,1408,2
1722750,862597,HEBSAN,HEB SAN ANTONIO,HEB SAN ANTONIO,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,576,5/3/2025 0:00,5/7/2025 0:00,77,1408,4
1822031,853025,WALGFS,"WALMART STORES, INC","WALMART DC 7015 OCHELATA, OK",Blueberries,18OZX8,.,.,.,ALP,Open,1,144,4/14/2025 0:00,4/17/2025 0:00,17,1900,1
1822200,858858,WHOLEF,WHOLE FOODS INC.,WHOLE FOODS SOUTH DISTRIBUTION,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,100,4/29/2025 0:00,4/30/2025 0:00,1,1936,1
1822200,858859,WHOLEF,WHOLE FOODS INC.,WHOLE FOODS SOUTH DISTRIBUTION,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,100,4/29/2025 0:00,4/30/2025 0:00,1,1936,1
1822240,860717,WALGFS,"WALMART STORES, INC","WALMART DC 6042 PAULS VALLEY, OK",Blueberries,18OZX8,.,.,.,ALP,Open,,1152,4/28/2025 0:00,5/1/2025 0:00,2,1872,8
1822240,860718,WALGFS,"WALMART STORES, INC","WALMART DC 6042 PAULS VALLEY, OK",Blueberries,DRYPINTX12,.,.,.,ALP,Open,,900,4/28/2025 0:00,5/1/2025 0:00,2,1872,6.3
1822241,860721,WALGFS,"WALMART STORES, INC","WALMART DC 7015 OCHELATA, OK",Blueberries,18OZX8,.,.,.,ALP,Open,,720,4/28/2025 0:00,5/2/2025 0:00,2,1900,5
1822241,860720,WALGFS,"WALMART STORES, INC","WALMART DC 7015 OCHELATA, OK",Blueberries,DRYPINTX12,.,.,.,ALP,Open,,900,4/28/2025 0:00,5/2/2025 0:00,2,1900,6.3
1822247,860736,WALGFS,"WALMART STORES, INC","WALMART DC 6042 PAULS VALLEY, OK",Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,432,4/28/2025 0:00,5/1/2025 0:00,77,1872,3
1822253,860674,WHOLEF,WHOLE FOODS INC.,WHOLE FOODS SOUTH DISTRIBUTION,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,468,5/1/2025 0:00,5/3/2025 0:00,77,1936,2.3
1822307,861947,WALGFS,"WALMART STORES, INC","WALMART DC 6042 PAULS VALLEY, OK",Blueberries,18OZX8,.,.,.,ALP,Open,,1008,5/1/2025 0:00,5/4/2025 0:00,77,1872,7
1822307,861948,WALGFS,"WALMART STORES, INC","WALMART DC 6042 PAULS VALLEY, OK",Blueberries,DRYPINTX12,.,.,.,ALP,Open,,540,5/1/2025 0:00,5/4/2025 0:00,77,1872,3.8
1822308,861951,WALGFS,"WALMART STORES, INC","WALMART DC 7015 OCHELATA, OK",Blueberries,18OZX8,.,.,.,ALP,Open,,1296,5/1/2025 0:00,5/4/2025 0:00,77,1900,9
1822308,861950,WALGFS,"WALMART STORES, INC","WALMART DC 7015 OCHELATA, OK",Blueberries,DRYPINTX12,.,.,.,ALP,Open,,540,5/1/2025 0:00,5/4/2025 0:00,77,1900,3.8
1822311,861996,WALGFS,"WALMART STORES, INC","WALMART DC 7015 OCHELATA, OK",Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,576,5/3/2025 0:00,5/5/2025 0:00,1,1900,4
1822312,861998,WALGFS,"WALMART STORES, INC","WALMART DC 6042 PAULS VALLEY, OK",Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,288,5/3/2025 0:00,5/5/2025 0:00,1,1872,2
1822315,863565,WAFNEW,WAKE FERN NEWWARK DC,WAKE FERN NEWWARK DC,Blueberries,DRYPINTX12,.,.,.,ALP,Open,,1008,4/29/2025 0:00,4/29/2025 0:00,77,1916,7
1822316,863566,WAFEFO,WAKE FERN FOODS,WAKE FERN FOODS,Blueberries,DRYPINTX12,.,.,.,ALP,Open,,1008,4/29/2025 0:00,4/29/2025 0:00,77,1915,7
1927063,853537,ALDVAL,ALDI VALPARAISO,ALDI VALPARAISO,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,432,4/29/2025 0:00,5/2/2025 0:00,1,1062,2.1
1927092,855900,ALDSPR,ALDI SPRINGFIELD,ALDI SPRINGFIELD,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,504,4/29/2025 0:00,5/1/2025 0:00,1,1059,2.5
1927178,860092,HARIND,HARRIS TEETER - INDIAN TRAIL,HARRIS TEETER - INDIAN TRAIL,Blueberries,18OZX12,.,.,.,ALP,Open,,300,4/28/2025 0:00,4/30/2025 0:00,29,1401,3
1927179,860094,HARIND,HARRIS TEETER - INDIAN TRAIL,HARRIS TEETER - INDIAN TRAIL,Blueberries,18OZX12,.,.,.,ALP,Open,,150,4/30/2025 0:00,5/2/2025 0:00,77,1401,1.5
1927181,860102,HARGRE,HARRIS TEETER GREENSBORO,HARRIS TEETER GREENSBORO,Blueberries,18OZX12,.,.,.,ALP,Open,,300,4/28/2025 0:00,4/30/2025 0:00,29,1399,3
1927182,860103,HARGRE,HARRIS TEETER GREENSBORO,HARRIS TEETER GREENSBORO,Blueberries,18OZX12,.,.,.,ALP,Open,,300,4/30/2025 0:00,5/2/2025 0:00,77,1399,3
1927193,860038,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,18OZX8,.,.,.,ALP,Open,,144,4/29/2025 0:00,5/1/2025 0:00,2,1771,1
1927193,860039,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,6OZX12,.,.,.,ALP,Open,,240,4/29/2025 0:00,5/1/2025 0:00,2,1771,1
1927193,860042,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,432,4/29/2025 0:00,5/1/2025 0:00,2,1771,3
1927194,860045,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,18OZX8,.,.,.,ALP,Open,,216,4/30/2025 0:00,5/3/2025 0:00,2,1771,1.5
1927194,860046,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,6OZX12,.,.,.,ALP,Open,,240,4/30/2025 0:00,5/3/2025 0:00,2,1771,1
1927194,860049,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,432,4/30/2025 0:00,5/3/2025 0:00,2,1771,3
1927207,861676,ALDSPR,ALDI SPRINGFIELD,ALDI SPRINGFIELD,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,288,5/2/2025 0:00,5/5/2025 0:00,1,1059,1.4
1927208,861677,ALDMOR,ALDI MORENO VALLEY,ALDI MORENO VALLEY,Blueberries,9.8OZX12,.,SEKO,18+,AJB,Open,,432,4/28/2025 0:00,5/2/2025 0:00,2,1049,2.1
1927209,859820,SOBEQU,Sobeys Quebec INC OPCO,Sobeys Quebec INC OPCO,Blueberries,6OZX12,.,.,.,ALP,Open,,3360,4/30/2025 0:00,5/2/2025 0:00,4,1747,14
1927210,859823,SOBEQU,Sobeys Quebec INC OPCO,Sobeys Quebec INC OPCO,Blueberries,6OZX12,.,.,.,ALP,Open,,3360,4/30/2025 0:00,5/2/2025 0:00,4,1747,14
1927211,859824,SOBWHI,SOBEYS - WHITBY,SOBEYS - WHITBY,Blueberries,6OZX12,.,.,.,ALP,Open,,6240,5/3/2025 0:00,5/6/2025 0:00,4,1755,26
1927216,862236,ALDLOX,ALDI LOXLEY,ALDI LOXLEY,Blueberries,9.8OZX12,.,SEKO,18+,AJB,Open,,432,5/1/2025 0:00,5/1/2025 0:00,1,1048,2.1
1927217,862243,ALDLOX,ALDI LOXLEY,ALDI LOXLEY,Blueberries,9.8OZX12,.,SEKO,18+,AJB,Open,,144,4/29/2025 0:00,4/29/2025 0:00,1,1048,0.7
1927218,862246,ALDROY,ALDI ROYAL PALM BEACH,ALDI ROYAL PALM BEACH,Blueberries,9.8OZX12,.,SEKO,18+,AJB,Open,,288,4/28/2025 0:00,4/28/2025 0:00,27,1056,1.4
1927219,862973,ALDMOR,ALDI MORENO VALLEY,ALDI MORENO VALLEY,Blueberries,9.8OZX12,.,SEKO,18+,AJB,Open,,288,5/2/2025 0:00,5/6/2025 0:00,2,1049,1.4
1927220,862976,ALDHAI,ALDI HAINES CITY,ALDI HAINES CITY,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,432,4/28/2025 0:00,4/28/2025 0:00,27,1041,2.1
1927225,862141,SPRORL,SPROUTS ORLANDO,SPROUTS ORLANDO,Blueberries,18OZX8,.,.,.,ALP,Open,,288,4/29/2025 0:00,4/30/2025 0:00,1,1774,2
1927226,862664,ALDHAI,ALDI HAINES CITY,ALDI HAINES CITY,Blueberries,9.8OZX12,.,SEKO,JBO,ALP,Open,,432,4/30/2025 0:00,4/30/2025 0:00,1,1041,2.1
1927232,862771,SPRORL,SPROUTS ORLANDO,SPROUTS ORLANDO,Blueberries,18OZX8,.,.,.,ALP,Open,,288,5/1/2025 0:00,5/2/2025 0:00,1,1774,2
1927233,862777,SPRORL,SPROUTS ORLANDO,SPROUTS ORLANDO,Blueberries,18OZX8,.,.,.,ALP,Open,,288,5/3/2025 0:00,5/4/2025 0:00,1,1774,2
1927234,862781,SPRORL,SPROUTS ORLANDO,SPROUTS ORLANDO,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,432,5/4/2025 0:00,5/5/2025 0:00,1,1774,3
1927242,862794,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,18OZX8,.,.,.,ALP,Open,,144,5/2/2025 0:00,5/6/2025 0:00,2,1771,1
1927242,862795,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,6OZX12,.,.,.,ALP,Open,,180,5/2/2025 0:00,5/6/2025 0:00,2,1771,0.8
1927242,862798,SPRCO,SPROUTS AURORA,SPROUTS AURORA,Blueberries,DRYPINTX12,OR,.,.,HIP,Open,,432,5/2/2025 0:00,5/6/2025 0:00,2,1771,3
1927243,862680,ALDBAT,ALDI BATAVIA,ALDI BATAVIA,Blueberries,9.8OZX12,.,SEKO,18+,AJB,Open,6,864,4/28/2025 0:00,5/2/2025 0:00,2,1035,4.2
2024274,853010,FRETWN,STOP & SHOP FREETOWN,STOP & SHOP FREETOWN,Blueberries,18OZX8,.,.,.,ALP,Open,,1008,4/22/2025 0:00,4/24/2025 0:00,17,1339,7
2024274,853009,FRETWN,STOP & SHOP FREETOWN,STOP & SHOP FREETOWN,Blueberries,DRYPINTX12,.,.,.,ALP,Open,,1728,4/22/2025 0:00,4/24/2025 0:00,17,1339,12
2024335,857351,SSCHES,STOP & SHOP CHESTER,STOP & SHOP CHESTER,Blueberries,18OZX8,.,.,.,ALP,Open,6,864,4/29/2025 0:00,5/1/2025 0:00,17,1777,6
2024336,857353,SSCHES,STOP & SHOP CHESTER,STOP & SHOP CHESTER,Blueberries,18OZX8,.,.,.,ALP,Open,6,864,4/30/2025 0:00,5/3/2025 0:00,77,1777,6
2024336,857354,SSCHES,STOP & SHOP CHESTER,STOP & SHOP CHESTER,Blueberries,DRYPINTX12,.,.,.,ALP,Open,14,2016,4/30/2025 0:00,5/3/2025 0:00,77,1777,14
2024337,857357,SSCHES,STOP & SHOP CHESTER,STOP & SHOP CHESTER,Blueberries,18OZX8,.,.,.,ALP,Open,6,864,4/29/2025 0:00,4/30/2025 0:00,17,1777,6
2024337,857356,SSCHES,STOP & SHOP CHESTER,STOP & SHOP CHESTER,Blueberries,DRYPINTX12,.,.,.,ALP,Open,14,2016,4/29/2025 0:00,4/30/2025 0:00,17,1777,14
2024338,857369,FRETWN,STOP & SHOP FREETOWN,STOP & SHOP FREETOWN,Blueberries,18OZX8,.,.,.,ALP,Open,10,1440,4/30/2025 0:00,5/3/2025 0:00,77,1339,10
2024339,857371,FRETWN,STOP & SHOP FREETOWN,STOP & SHOP FREETOWN,Blueberries,18OZX8,.,.,.,ALP,Open,6,864,4/28/2025 0:00,4/30/2025 0:00,4,1339,6
